,pos,neg,sum,pos_pct
WND,1.0,,1.0,1.0
WNE,1.0,,1.0,1.0
WNF,2.0,,2.0,1.0
WNG,,1.0,1.0,
WNH,14.0,4.0,18.0,0.7777777777777778
WNI,200.0,44.0,244.0,0.819672131147541
WNJ,13.0,3.0,16.0,0.8125
WNK,1.0,1.0,2.0,0.5
WNL,1.0,,1.0,1.0
WNM,5.0,1.0,6.0,0.8333333333333334
WNO,1.0,,1.0,1.0
WNP,6.0,2.0,8.0,0.75
WNQ,2.0,,2.0,1.0
WNS,29.0,9.0,38.0,0.7631578947368421
WNU,2.0,,2.0,1.0
WNW,7.0,1.0,8.0,0.875
WNY,2.0,1.0,3.0,0.6666666666666666
WNZ,1.0,,1.0,1.0
WO,1.0,,1.0,1.0
WOB,8.0,1.0,9.0,0.8888888888888888
WOC,,2.0,2.0,
WOD,,2.0,2.0,
WOE,,1.0,1.0,
WOG,,1.0,1.0,
WOH,1.0,,1.0,1.0
WOI,23.0,3.0,26.0,0.8846153846153846
WOJ,4.0,1.0,5.0,0.8
WOK,1.0,1.0,2.0,0.5
WOL,1.0,,1.0,1.0
WOO,5.0,,5.0,1.0
WOP,2.0,,2.0,1.0
WOR,1.0,1.0,2.0,0.5
WOT,2.0,,2.0,1.0
WOU,2.0,,2.0,1.0
WOV,1.0,,1.0,1.0
WOX,1.0,,1.0,1.0
WOY,1.0,,1.0,1.0
WOZ,8.0,2.0,10.0,0.8
WP,1.0,1.0,2.0,0.5
WPA,1.0,,1.0,1.0
WPB,1.0,,1.0,1.0
WPC,3.0,,3.0,1.0
WPF,2.0,1.0,3.0,0.6666666666666666
WPG,4.0,,4.0,1.0
WPI,2.0,,2.0,1.0
WPJ,1.0,,1.0,1.0
WPK,1.0,,1.0,1.0
WPL,1.0,,1.0,1.0
WPM,1.0,1.0,2.0,0.5
WPN,1.0,,1.0,1.0
WPO,2.0,,2.0,1.0
WPP,4.0,1.0,5.0,0.8
WPR,2.0,,2.0,1.0
WPS,78.0,25.0,103.0,0.7572815533980582
WPT,,1.0,1.0,
WPU,1.0,,1.0,1.0
WPV,2.0,,2.0,1.0
WPW,1.0,,1.0,1.0
WPY,4.0,1.0,5.0,0.8
WPZ,1.0,,1.0,1.0
WQ,10.0,,10.0,1.0
WQA,1.0,,1.0,1.0
WQB,6.0,2.0,8.0,0.75
WQC,1.0,,1.0,1.0
WQD,1.0,,1.0,1.0
WQE,,1.0,1.0,
WQF,1.0,,1.0,1.0
WQI,8.0,2.0,10.0,0.8
WQJ,1.0,1.0,2.0,0.5
WQK,4.0,1.0,5.0,0.8
WQL,5.0,1.0,6.0,0.8333333333333334
WQM,1.0,,1.0,1.0
WQO,3.0,3.0,6.0,0.5
WQQ,1.0,,1.0,1.0
WQR,1.0,,1.0,1.0
WQT,1.0,,1.0,1.0
WQU,3.0,,3.0,1.0
WQV,1.0,,1.0,1.0
WQW,1.0,,1.0,1.0
WQX,1.0,1.0,2.0,0.5
WQY,1.0,,1.0,1.0
WR,1.0,1.0,2.0,0.5
WRA,1.0,,1.0,1.0
WRB,2.0,1.0,3.0,0.6666666666666666
WRF,,1.0,1.0,
WRG,1.0,,1.0,1.0
WRH,9.0,,9.0,1.0
WRI,166.0,41.0,207.0,0.8019323671497585
WRJ,7.0,,7.0,1.0
WRM,1.0,,1.0,1.0
WRN,4.0,,4.0,1.0
WRQ,6.0,1.0,7.0,0.8571428571428571
WRR,1.0,,1.0,1.0
WRS,3.0,,3.0,1.0
WRU,11.0,4.0,15.0,0.7333333333333333
WRY,4.0,,4.0,1.0
WRZ,3.0,,3.0,1.0
WS,16.0,12.0,28.0,0.5714285714285714
WSB,12.0,4.0,16.0,0.75
WSD,,1.0,1.0,
WSE,1.0,,1.0,1.0
WSF,1.0,,1.0,1.0
WSG,,1.0,1.0,
WSI,,1.0,1.0,
WSJ,1.0,,1.0,1.0
WSK,1.0,,1.0,1.0
WSL,5.0,2.0,7.0,0.7142857142857143
WSM,1.0,,1.0,1.0
WSN,2.0,,2.0,1.0
WSO,2.0,,2.0,1.0
WSP,1.0,,1.0,1.0
WSR,1.0,,1.0,1.0
WSS,2.0,,2.0,1.0
WSU,7.0,,7.0,1.0
WSV,39.0,12.0,51.0,0.7647058823529411
WSW,2.0,,2.0,1.0
WSX,1.0,,1.0,1.0
WSY,1.0,,1.0,1.0
WSZ,1.0,2.0,3.0,0.3333333333333333
WT,2.0,,2.0,1.0
WTA,,1.0,1.0,
WTB,2.0,,2.0,1.0
WTC,,1.0,1.0,
WTD,1.0,,1.0,1.0
WTE,2.0,,2.0,1.0
WTF,1.0,,1.0,1.0
WTG,1.0,1.0,2.0,0.5
WTH,14.0,7.0,21.0,0.6666666666666666
WTI,1.0,,1.0,1.0
WTK,5.0,1.0,6.0,0.8333333333333334
WTL,,1.0,1.0,
WTM,,1.0,1.0,
WTN,1.0,,1.0,1.0
WTP,1.0,,1.0,1.0
WTQ,3.0,,3.0,1.0
WTR,1.0,,1.0,1.0
WTS,1.0,,1.0,1.0
WTT,1.0,,1.0,1.0
WTU,1.0,,1.0,1.0
WTV,3.0,,3.0,1.0
WTY,16.0,2.0,18.0,0.8888888888888888
WTZ,5.0,2.0,7.0,0.7142857142857143
WU,,1.0,1.0,
WUB,1.0,,1.0,1.0
WUD,2.0,2.0,4.0,0.5
WUE,19.0,4.0,23.0,0.8260869565217391
WUF,1.0,,1.0,1.0
WUG,,1.0,1.0,
WUH,6.0,,6.0,1.0
WUI,2.0,,2.0,1.0
WUJ,1.0,,1.0,1.0
WUK,1.0,,1.0,1.0
WUM,1.0,,1.0,1.0
WUO,2.0,,2.0,1.0
WUP,1.0,,1.0,1.0
WUQ,,1.0,1.0,
WUR,1.0,,1.0,1.0
WUS,,2.0,2.0,
WUT,2.0,,2.0,1.0
WUV,8.0,,8.0,1.0
WUW,4.0,,4.0,1.0
WUX,7.0,,7.0,1.0
WUY,1.0,,1.0,1.0
WV,4.0,1.0,5.0,0.8
WVA,1.0,,1.0,1.0
WVE,2.0,,2.0,1.0
WVF,1.0,,1.0,1.0
WVG,,1.0,1.0,
WVJ,1.0,,1.0,1.0
WVK,4.0,,4.0,1.0
WVL,1.0,,1.0,1.0
WVM,2.0,2.0,4.0,0.5
WVO,4.0,2.0,6.0,0.6666666666666666
WVR,2.0,,2.0,1.0
WVS,1.0,,1.0,1.0
WVV,11.0,3.0,14.0,0.7857142857142857
WVW,1.0,,1.0,1.0
WVX,10.0,2.0,12.0,0.8333333333333334
WW,11.0,1.0,12.0,0.9166666666666666
WWA,1.0,,1.0,1.0
WWB,1.0,,1.0,1.0
WWC,46.0,24.0,70.0,0.6571428571428571
WWD,5.0,2.0,7.0,0.7142857142857143
WWE,1.0,,1.0,1.0
WWF,10.0,1.0,11.0,0.9090909090909091
WWG,11.0,3.0,14.0,0.7857142857142857
WWH,,1.0,1.0,
WWI,26.0,,26.0,1.0
WWJ,1.0,2.0,3.0,0.3333333333333333
WWK,2.0,3.0,5.0,0.4
WWL,8.0,2.0,10.0,0.8
WWM,1.0,,1.0,1.0
WWN,21.0,1.0,22.0,0.9545454545454546
WWO,3.0,2.0,5.0,0.6
WWP,2.0,,2.0,1.0
WWQ,31.0,5.0,36.0,0.8611111111111112
WWS,5.0,,5.0,1.0
WWT,1.0,,1.0,1.0
WWU,,1.0,1.0,
WWV,,1.0,1.0,
WWW,4.0,2.0,6.0,0.6666666666666666
WWY,1.0,,1.0,1.0
WWZ,1.0,,1.0,1.0
WX,4.0,2.0,6.0,0.6666666666666666
WXA,3.0,2.0,5.0,0.6
WXB,7.0,5.0,12.0,0.5833333333333334
WXC,1.0,,1.0,1.0
WXD,1.0,,1.0,1.0
WXF,1.0,1.0,2.0,0.5
WXG,1.0,,1.0,1.0
WXH,1.0,,1.0,1.0
WXI,1.0,3.0,4.0,0.25
WXJ,1.0,,1.0,1.0
WXK,1.0,,1.0,1.0
WXL,3.0,1.0,4.0,0.75
WXM,2.0,,2.0,1.0
WXN,8.0,1.0,9.0,0.8888888888888888
WXP,1.0,,1.0,1.0
WXQ,,1.0,1.0,
WXS,8.0,,8.0,1.0
WXT,1.0,,1.0,1.0
WXU,1.0,4.0,5.0,0.2
WXV,10.0,1.0,11.0,0.9090909090909091
WXW,2.0,,2.0,1.0
WXX,1.0,,1.0,1.0
WXY,,1.0,1.0,
WY,,3.0,3.0,
WYC,1.0,,1.0,1.0
WYD,1.0,,1.0,1.0
WYE,1.0,,1.0,1.0
WYG,7.0,2.0,9.0,0.7777777777777778
WYH,1.0,,1.0,1.0
WYI,2.0,,2.0,1.0
WYK,1.0,2.0,3.0,0.3333333333333333
WYL,1.0,,1.0,1.0
WYM,,2.0,2.0,
WYN,,1.0,1.0,
WYO,,1.0,1.0,
WYP,1.0,,1.0,1.0
WYR,1.0,,1.0,1.0
WYT,10.0,4.0,14.0,0.7142857142857143
WYV,1.0,,1.0,1.0
WYX,2.0,,2.0,1.0
WYY,3.0,,3.0,1.0
WYZ,1.0,,1.0,1.0
WZ,17.0,4.0,21.0,0.8095238095238095
WZB,2.0,,2.0,1.0
WZC,1.0,,1.0,1.0
WZD,3.0,1.0,4.0,0.75
WZE,4.0,1.0,5.0,0.8
WZF,21.0,3.0,24.0,0.875
WZG,2.0,,2.0,1.0
WZH,1.0,1.0,2.0,0.5
WZJ,3.0,,3.0,1.0
WZK,1.0,,1.0,1.0
WZM,1.0,,1.0,1.0
WZO,1.0,,1.0,1.0
WZP,,1.0,1.0,
WZT,15.0,6.0,21.0,0.7142857142857143
WZU,2.0,3.0,5.0,0.4
WZV,2.0,,2.0,1.0
WZY,2.0,3.0,5.0,0.4
WZZ,3.0,1.0,4.0,0.75
XA,5.0,1.0,6.0,0.8333333333333334
XAA,1.0,,1.0,1.0
XAB,2.0,1.0,3.0,0.6666666666666666
XAC,3.0,4.0,7.0,0.42857142857142855
XAD,1.0,,1.0,1.0
XAF,,1.0,1.0,
XAH,,1.0,1.0,
XAI,4.0,,4.0,1.0
XAJ,6.0,2.0,8.0,0.75
XAK,1.0,2.0,3.0,0.3333333333333333
XAL,14.0,1.0,15.0,0.9333333333333333
XAM,4.0,,4.0,1.0
XAN,5.0,1.0,6.0,0.8333333333333334
XAO,8.0,2.0,10.0,0.8
XAP,2.0,,2.0,1.0
XAQ,1.0,,1.0,1.0
XAR,2.0,,2.0,1.0
XAS,1.0,,1.0,1.0
XAT,1.0,,1.0,1.0
XAU,58.0,37.0,95.0,0.6105263157894737
XAV,2.0,,2.0,1.0
XAX,1.0,,1.0,1.0
XAZ,50.0,16.0,66.0,0.7575757575757576
XB,3.0,,3.0,1.0
XBA,1.0,,1.0,1.0
XBB,46.0,31.0,77.0,0.5974025974025974
XBC,52.0,10.0,62.0,0.8387096774193549
XBD,2.0,3.0,5.0,0.4
XBE,3.0,3.0,6.0,0.5
XBG,2.0,2.0,4.0,0.5
XBH,2.0,,2.0,1.0
XBJ,13.0,3.0,16.0,0.8125
XBL,21.0,2.0,23.0,0.9130434782608695
XBM,4.0,,4.0,1.0
XBO,6.0,3.0,9.0,0.6666666666666666
XBP,3.0,1.0,4.0,0.75
XBQ,1.0,,1.0,1.0
XBS,2.0,1.0,3.0,0.6666666666666666
XBT,1.0,,1.0,1.0
XBV,1.0,,1.0,1.0
XBW,1.0,,1.0,1.0
XBX,,1.0,1.0,
XBY,4.0,2.0,6.0,0.6666666666666666
XBZ,9.0,3.0,12.0,0.75
XC,6.0,2.0,8.0,0.75
XCB,1.0,,1.0,1.0
XCD,1.0,,1.0,1.0
XCE,39.0,10.0,49.0,0.7959183673469388
XCF,8.0,3.0,11.0,0.7272727272727273
XCG,,2.0,2.0,
XCI,3.0,,3.0,1.0
XCJ,7.0,7.0,14.0,0.5
XCK,1.0,1.0,2.0,0.5
XCL,1.0,,1.0,1.0
XCN,,1.0,1.0,
XCO,2.0,,2.0,1.0
XCP,4.0,,4.0,1.0
XCR,1.0,,1.0,1.0
XCS,2.0,1.0,3.0,0.6666666666666666
XCT,1.0,,1.0,1.0
XCX,1.0,,1.0,1.0
XCY,2.0,,2.0,1.0
XCZ,1.0,,1.0,1.0
XD,3.0,3.0,6.0,0.5
XDA,1.0,,1.0,1.0
XDF,,2.0,2.0,
XDI,1.0,,1.0,1.0
XDJ,,1.0,1.0,
XDK,2.0,,2.0,1.0
XDL,1.0,,1.0,1.0
XDM,1.0,1.0,2.0,0.5
XDN,2.0,,2.0,1.0
XDO,1.0,1.0,2.0,0.5
XDP,,1.0,1.0,
XDQ,3.0,,3.0,1.0
XDR,10.0,2.0,12.0,0.8333333333333334
XDS,2.0,,2.0,1.0
XDT,5.0,1.0,6.0,0.8333333333333334
XDU,2.0,,2.0,1.0
XDV,1.0,,1.0,1.0
XDW,3.0,,3.0,1.0
XDX,1.0,,1.0,1.0
XDY,4.0,1.0,5.0,0.8
XDZ,1.0,1.0,2.0,0.5
XE,3.0,,3.0,1.0
XEA,,1.0,1.0,
XEB,2.0,,2.0,1.0
XEC,1.0,1.0,2.0,0.5
XEE,4.0,,4.0,1.0
XEF,7.0,3.0,10.0,0.7
XEH,2.0,1.0,3.0,0.6666666666666666
XEJ,3.0,2.0,5.0,0.6
XEK,2.0,1.0,3.0,0.6666666666666666
XEL,13.0,7.0,20.0,0.65
XEM,2.0,,2.0,1.0
XEN,1.0,,1.0,1.0
XEO,12.0,4.0,16.0,0.75
XEP,2.0,,2.0,1.0
XEQ,8.0,,8.0,1.0
XER,1.0,,1.0,1.0
XES,1.0,,1.0,1.0
XEU,1.0,,1.0,1.0
XEY,4.0,2.0,6.0,0.6666666666666666
XF,1.0,1.0,2.0,0.5
XFA,38.0,29.0,67.0,0.5671641791044776
XFB,4.0,,4.0,1.0
XFD,1.0,,1.0,1.0
XFE,6.0,2.0,8.0,0.75
XFG,1.0,,1.0,1.0
XFH,2.0,,2.0,1.0
XFI,1.0,,1.0,1.0
XFJ,10.0,,10.0,1.0
XFL,2.0,,2.0,1.0
XFM,1.0,,1.0,1.0
XFO,4.0,3.0,7.0,0.5714285714285714
XFP,1.0,,1.0,1.0
XFR,1.0,,1.0,1.0
XFS,4.0,1.0,5.0,0.8
XFU,3.0,,3.0,1.0
XFV,7.0,,7.0,1.0
XFW,1.0,1.0,2.0,0.5
XFX,1.0,1.0,2.0,0.5
XFY,,1.0,1.0,
XFZ,6.0,,6.0,1.0
XG,46.0,18.0,64.0,0.71875
XGA,15.0,5.0,20.0,0.75
XGB,1.0,1.0,2.0,0.5
XGC,,1.0,1.0,
XGE,2.0,1.0,3.0,0.6666666666666666
XGF,1.0,2.0,3.0,0.3333333333333333
XGG,2.0,,2.0,1.0
XGJ,5.0,2.0,7.0,0.7142857142857143
XGK,3.0,,3.0,1.0
XGL,5.0,1.0,6.0,0.8333333333333334
XGM,,1.0,1.0,
XGN,,1.0,1.0,
XGP,17.0,5.0,22.0,0.7727272727272727
XGR,1.0,1.0,2.0,0.5
XGS,5.0,,5.0,1.0
XGV,1.0,,1.0,1.0
XGX,1.0,,1.0,1.0
XH,5.0,5.0,10.0,0.5
XHD,1.0,,1.0,1.0
XHE,4.0,1.0,5.0,0.8
XHF,,1.0,1.0,
XHH,1.0,,1.0,1.0
XHI,7.0,1.0,8.0,0.875
XHJ,1.0,,1.0,1.0
XHK,12.0,2.0,14.0,0.8571428571428571
XHL,1.0,,1.0,1.0
XHM,1.0,,1.0,1.0
XHN,2.0,,2.0,1.0
XHO,1.0,,1.0,1.0
XHP,6.0,,6.0,1.0
XHQ,2.0,1.0,3.0,0.6666666666666666
XHR,4.0,2.0,6.0,0.6666666666666666
XHS,,1.0,1.0,
XHT,,1.0,1.0,
XHU,2.0,,2.0,1.0
XHV,4.0,2.0,6.0,0.6666666666666666
XHW,1.0,1.0,2.0,0.5
XHX,5.0,,5.0,1.0
XHZ,12.0,3.0,15.0,0.8
XI,1.0,2.0,3.0,0.3333333333333333
XIA,1.0,,1.0,1.0
XIB,,1.0,1.0,
XIC,1.0,1.0,2.0,0.5
XID,2.0,1.0,3.0,0.6666666666666666
XIF,1.0,1.0,2.0,0.5
XIG,1.0,,1.0,1.0
XIH,,1.0,1.0,
XIJ,,1.0,1.0,
XIL,3.0,,3.0,1.0
XIM,7.0,4.0,11.0,0.6363636363636364
XIP,1.0,1.0,2.0,0.5
XIR,9.0,,9.0,1.0
XIS,15.0,,15.0,1.0
XIT,7.0,1.0,8.0,0.875
XIU,2.0,,2.0,1.0
XIV,6.0,1.0,7.0,0.8571428571428571
XIW,3.0,3.0,6.0,0.5
XIX,10.0,1.0,11.0,0.9090909090909091
XIY,2.0,,2.0,1.0
XIZ,2.0,,2.0,1.0
XJ,23.0,7.0,30.0,0.7666666666666667
XJA,,2.0,2.0,
XJB,1.0,,1.0,1.0
XJD,1.0,,1.0,1.0
XJF,1.0,,1.0,1.0
XJG,9.0,3.0,12.0,0.75
XJH,2.0,,2.0,1.0
XJI,3.0,,3.0,1.0
XJJ,2.0,,2.0,1.0
XJK,1.0,,1.0,1.0
XJM,3.0,1.0,4.0,0.75
XJP,3.0,,3.0,1.0
XJQ,1.0,1.0,2.0,0.5
XJR,1.0,,1.0,1.0
XJS,10.0,3.0,13.0,0.7692307692307693
XJT,2.0,,2.0,1.0
XJU,1.0,,1.0,1.0
XJV,1.0,,1.0,1.0
XJW,9.0,1.0,10.0,0.9
XJY,,1.0,1.0,
XK,1.0,1.0,2.0,0.5
XKA,1.0,,1.0,1.0
XKC,1.0,1.0,2.0,0.5
XKD,76.0,16.0,92.0,0.8260869565217391
XKE,1.0,,1.0,1.0
XKG,,1.0,1.0,
XKH,2.0,,2.0,1.0
XKI,1.0,1.0,2.0,0.5
XKJ,,1.0,1.0,
XKK,2.0,,2.0,1.0
XKL,,1.0,1.0,
XKM,2.0,2.0,4.0,0.5
XKN,3.0,,3.0,1.0
XKO,8.0,2.0,10.0,0.8
XKS,1.0,,1.0,1.0
XKT,1.0,,1.0,1.0
XKU,4.0,1.0,5.0,0.8
XKW,3.0,3.0,6.0,0.5
XKX,4.0,1.0,5.0,0.8
XKY,1.0,,1.0,1.0
XL,3.0,3.0,6.0,0.5
XLA,1.0,2.0,3.0,0.3333333333333333
XLB,1.0,,1.0,1.0
XLE,1.0,,1.0,1.0
XLF,2.0,,2.0,1.0
XLG,1.0,,1.0,1.0
XLH,1.0,,1.0,1.0
XLI,1.0,,1.0,1.0
XLJ,1.0,,1.0,1.0
XLK,11.0,1.0,12.0,0.9166666666666666
XLL,,1.0,1.0,
XLM,1.0,,1.0,1.0
XLO,7.0,1.0,8.0,0.875
XLQ,3.0,,3.0,1.0
XLR,1.0,,1.0,1.0
XLS,3.0,,3.0,1.0
XLT,1.0,,1.0,1.0
XLU,1.0,1.0,2.0,0.5
XLV,1.0,,1.0,1.0
XLW,3.0,,3.0,1.0
XLX,1.0,,1.0,1.0
XLY,1.0,,1.0,1.0
XM,9.0,6.0,15.0,0.6
XMA,7.0,,7.0,1.0
XMB,14.0,7.0,21.0,0.6666666666666666
XMD,4.0,,4.0,1.0
XME,7.0,2.0,9.0,0.7777777777777778
XMF,1.0,,1.0,1.0
XMH,4.0,1.0,5.0,0.8
XMJ,12.0,7.0,19.0,0.631578947368421
XMK,1.0,,1.0,1.0
XML,,1.0,1.0,
XMM,,1.0,1.0,
XMN,1.0,,1.0,1.0
XMO,1.0,,1.0,1.0
XMP,3.0,3.0,6.0,0.5
XMQ,2.0,,2.0,1.0
XMR,2.0,1.0,3.0,0.6666666666666666
XMS,1.0,,1.0,1.0
XMT,1.0,,1.0,1.0
XMU,3.0,3.0,6.0,0.5
XMV,1.0,,1.0,1.0
XMW,1.0,,1.0,1.0
XMX,,2.0,2.0,
XMY,1.0,,1.0,1.0
XN,9.0,2.0,11.0,0.8181818181818182
XNA,,1.0,1.0,
XNB,6.0,,6.0,1.0
XND,2.0,1.0,3.0,0.6666666666666666
XNG,1.0,1.0,2.0,0.5
XNH,4.0,1.0,5.0,0.8
XNI,5.0,,5.0,1.0
XNJ,2.0,1.0,3.0,0.6666666666666666
XNK,6.0,1.0,7.0,0.8571428571428571
XNL,2.0,,2.0,1.0
XNM,2.0,,2.0,1.0
XNN,12.0,2.0,14.0,0.8571428571428571
XNP,10.0,1.0,11.0,0.9090909090909091
XNR,2.0,2.0,4.0,0.5
XNS,2.0,,2.0,1.0
XNT,1.0,,1.0,1.0
XNU,1.0,1.0,2.0,0.5
XNV,1.0,1.0,2.0,0.5
XNY,1.0,1.0,2.0,0.5
XNZ,2.0,1.0,3.0,0.6666666666666666
XO,3.0,2.0,5.0,0.6
XOB,,1.0,1.0,
XOC,6.0,1.0,7.0,0.8571428571428571
XOD,1.0,,1.0,1.0
XOE,10.0,5.0,15.0,0.6666666666666666
XOF,1.0,,1.0,1.0
XOG,4.0,,4.0,1.0
XOH,1.0,,1.0,1.0
XOJ,2.0,,2.0,1.0
XOK,,1.0,1.0,
XOL,4.0,,4.0,1.0
XOM,21.0,5.0,26.0,0.8076923076923077
XON,7.0,2.0,9.0,0.7777777777777778
XOO,6.0,2.0,8.0,0.75
XOP,1.0,,1.0,1.0
XOQ,4.0,2.0,6.0,0.6666666666666666
XOR,1.0,,1.0,1.0
XOS,1.0,1.0,2.0,0.5
XOT,1.0,,1.0,1.0
XOU,1.0,,1.0,1.0
XOV,1.0,3.0,4.0,0.25
XOW,3.0,,3.0,1.0
XOY,1.0,2.0,3.0,0.3333333333333333
XOZ,2.0,1.0,3.0,0.6666666666666666
XP,8.0,4.0,12.0,0.6666666666666666
XPA,2.0,1.0,3.0,0.6666666666666666
XPC,,1.0,1.0,
XPD,1.0,2.0,3.0,0.3333333333333333
XPE,1.0,,1.0,1.0
XPF,1.0,,1.0,1.0
XPG,2.0,,2.0,1.0
XPI,11.0,3.0,14.0,0.7857142857142857
XPJ,1.0,,1.0,1.0
XPM,1.0,,1.0,1.0
XPO,2.0,,2.0,1.0
XPQ,,1.0,1.0,
XPR,22.0,5.0,27.0,0.8148148148148148
XPS,4.0,,4.0,1.0
XPT,4.0,,4.0,1.0
XPU,1.0,1.0,2.0,0.5
XPV,1.0,,1.0,1.0
XPW,7.0,2.0,9.0,0.7777777777777778
XPX,2.0,,2.0,1.0
XPY,3.0,1.0,4.0,0.75
XPZ,12.0,3.0,15.0,0.8
XQA,2.0,,2.0,1.0
XQB,2.0,,2.0,1.0
XQC,,1.0,1.0,
XQD,,2.0,2.0,
XQE,1.0,1.0,2.0,0.5
XQF,5.0,1.0,6.0,0.8333333333333334
XQG,1.0,,1.0,1.0
XQH,1.0,,1.0,1.0
XQI,1.0,,1.0,1.0
XQK,2.0,,2.0,1.0
XQL,1.0,,1.0,1.0
XQN,2.0,,2.0,1.0
XQO,2.0,1.0,3.0,0.6666666666666666
XQP,1.0,,1.0,1.0
XQQ,,1.0,1.0,
XQR,1.0,,1.0,1.0
XQS,2.0,,2.0,1.0
XQU,7.0,,7.0,1.0
XQV,1.0,,1.0,1.0
XQX,3.0,,3.0,1.0
XQY,3.0,2.0,5.0,0.6
XQZ,2.0,,2.0,1.0
XR,1.0,,1.0,1.0
XRA,,1.0,1.0,
XRB,4.0,,4.0,1.0
XRC,,1.0,1.0,
XRD,7.0,2.0,9.0,0.7777777777777778
XRE,1.0,1.0,2.0,0.5
XRF,3.0,,3.0,1.0
XRG,2.0,,2.0,1.0
XRH,2.0,1.0,3.0,0.6666666666666666
XRI,1.0,,1.0,1.0
XRJ,3.0,,3.0,1.0
XRK,,1.0,1.0,
XRL,6.0,2.0,8.0,0.75
XRM,,1.0,1.0,
XRN,1.0,,1.0,1.0
XRP,5.0,,5.0,1.0
XRQ,58.0,17.0,75.0,0.7733333333333333
XRR,18.0,5.0,23.0,0.782608695652174
XRS,1.0,,1.0,1.0
XRT,43.0,17.0,60.0,0.7166666666666667
XRU,2.0,,2.0,1.0
XRX,,1.0,1.0,
XRY,1.0,,1.0,1.0
XRZ,5.0,6.0,11.0,0.45454545454545453
XS,16.0,,16.0,1.0
XSA,1.0,,1.0,1.0
XSB,5.0,,5.0,1.0
XSC,1.0,,1.0,1.0
XSD,8.0,1.0,9.0,0.8888888888888888
XSE,4.0,,4.0,1.0
XSF,1.0,,1.0,1.0
XSG,1.0,,1.0,1.0
XSH,1.0,,1.0,1.0
XSI,5.0,4.0,9.0,0.5555555555555556
XSK,4.0,2.0,6.0,0.6666666666666666
XSL,4.0,1.0,5.0,0.8
XSO,2.0,,2.0,1.0
XSP,,1.0,1.0,
XSR,1.0,1.0,2.0,0.5
XSU,1.0,,1.0,1.0
XSV,3.0,,3.0,1.0
XSW,1.0,,1.0,1.0
XSX,11.0,2.0,13.0,0.8461538461538461
XT,22.0,7.0,29.0,0.7586206896551724
XTF,,1.0,1.0,
XTG,,1.0,1.0,
XTH,,2.0,2.0,
XTI,,2.0,2.0,
XTK,2.0,,2.0,1.0
XTM,1.0,,1.0,1.0
XTQ,1.0,1.0,2.0,0.5
XTS,1.0,,1.0,1.0
XTT,1.0,,1.0,1.0
XTW,1.0,,1.0,1.0
XTX,5.0,1.0,6.0,0.8333333333333334
XTZ,4.0,5.0,9.0,0.4444444444444444
XU,8.0,4.0,12.0,0.6666666666666666
XUC,7.0,2.0,9.0,0.7777777777777778
XUD,1.0,,1.0,1.0
XUE,1.0,1.0,2.0,0.5
XUF,2.0,,2.0,1.0
XUG,,2.0,2.0,
XUI,2.0,,2.0,1.0
XUJ,3.0,1.0,4.0,0.75
XUK,2.0,,2.0,1.0
XUL,1.0,,1.0,1.0
XUM,1.0,,1.0,1.0
XUN,2.0,,2.0,1.0
XUO,8.0,1.0,9.0,0.8888888888888888
XUP,1.0,1.0,2.0,0.5
XUQ,5.0,2.0,7.0,0.7142857142857143
XUR,17.0,6.0,23.0,0.7391304347826086
XUT,,3.0,3.0,
XUU,2.0,,2.0,1.0
XUV,3.0,,3.0,1.0
XUW,22.0,4.0,26.0,0.8461538461538461
XUX,2.0,,2.0,1.0
XUY,5.0,1.0,6.0,0.8333333333333334
XV,,1.0,1.0,
XVA,10.0,,10.0,1.0
XVE,4.0,1.0,5.0,0.8
XVH,2.0,,2.0,1.0
XVK,3.0,,3.0,1.0
XVL,9.0,,9.0,1.0
XVO,,1.0,1.0,
XVP,,1.0,1.0,
XVR,1.0,,1.0,1.0
XVS,5.0,,5.0,1.0
XVT,,1.0,1.0,
XVU,2.0,,2.0,1.0
XVX,2.0,,2.0,1.0
XVZ,2.0,,2.0,1.0
XWA,21.0,3.0,24.0,0.875
XWB,,1.0,1.0,
XWC,11.0,4.0,15.0,0.7333333333333333
XWD,5.0,2.0,7.0,0.7142857142857143
XWE,2.0,,2.0,1.0
XWF,,1.0,1.0,
XWH,,1.0,1.0,
XWI,,1.0,1.0,
XWJ,2.0,,2.0,1.0
XWM,1.0,,1.0,1.0
XWN,2.0,,2.0,1.0
XWO,1.0,,1.0,1.0
XWP,4.0,,4.0,1.0
XWQ,1.0,,1.0,1.0
XWS,2.0,,2.0,1.0
XWT,1.0,,1.0,1.0
XWU,,1.0,1.0,
XWX,,1.0,1.0,
XWZ,,1.0,1.0,
XX,2.0,1.0,3.0,0.6666666666666666
XXB,2.0,,2.0,1.0
XXD,5.0,1.0,6.0,0.8333333333333334
XXE,2.0,,2.0,1.0
XXF,1.0,,1.0,1.0
XXG,4.0,,4.0,1.0
XXH,3.0,,3.0,1.0
XXI,1.0,1.0,2.0,0.5
XXK,1.0,2.0,3.0,0.3333333333333333
XXL,3.0,2.0,5.0,0.6
XXM,20.0,8.0,28.0,0.7142857142857143
XXN,6.0,1.0,7.0,0.8571428571428571
XXO,6.0,,6.0,1.0
XXP,29.0,10.0,39.0,0.7435897435897436
XXQ,14.0,3.0,17.0,0.8235294117647058
XXS,3.0,1.0,4.0,0.75
XXU,1.0,,1.0,1.0
